ResponseId,A.S. President,A.S. President,A.S. Internal VP,A.S. Internal VP,A.S. External VP - Local,A.S. External VP - Local,A.S. External VP - Statewide,A.S. External VP - Statewide,A.S. Student Advocate General,A.S. Student Advocate General,Collegiate Senator - Engineering,Collegiate Senator - Letters,Collegiate Senator - Letters,Collegiate Senator - Letters,Collegiate Senator - Letters,Collegiate Senator - Letters,Collegiate Senator - Letters,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. University Owned Off Campus,A.S. University Owned Off Campus,A.S. Transfer Senator,A.S. Transfer Senator
Response ID,Brooke Kopel - Campus United,"Justice ""For All"" Dumlao - Isla Vista Party",Anthony Pimentel - Campus United,Steven Ho - Isla Vista Party,Jeike Meijer - Isla Vista Party,Sophia Dycaico - Campus United,Madeline Loudon - Campus United,Mayela Morales - Isla Vista Party,"Grecia ""grec"" Martinez - Independent",Rose Ettleson - Independent,Alex Funk - Campus United,"Allison ""Alli"" Adam - Campus United",Emily Quach - Campus United,Gabriella Shofet - Campus United,"Joshua ""Josh"" Takeuchi - Campus United","Ricardo ""Ricky"" Uribe - Isla Vista Party","Xochitl ""Xo"" Briseno - Isla Vista Party",Adam Chohan - Campus United,"Alexander ""Alex"" Young - Campus United","Alexis ""Lexi"" Bettencourt - Campus United","Amy ""Amy"" Zhou - Campus United",Andrew Nguyen - Campus United,Ashley Ng - Isla Vista Party,Carla Cernat - Campus United,Christian Ornelas - Isla Vista Party,Dallin Mello - Isla Vista Party,"Diego ""D"" Cobos - Isla Vista Party","Gabriel ""Gabe"" Etaat - Isla Vista Party","Jalia ""Jolly"" Carlton-Carew - Isla Vista Party",Jasmine Palmerin - Isla Vista Party,"Mordi ""Mordi"" Shadpour - Campus United",Nicole Estess - Campus United,"Rafael ""Rafa"" Cornejo - Isla Vista Party",Ryan Clark - Isla Vista Party,"Salvador ""Sal"" Hernandez Arellano - Isla Vista Party",Sarah Eizner - Campus United,Sydney Karmes-Wainer - Campus United,Yara Khamis - Campus United,Zachary Zeising - Campus United,Diego Reyes - Isla Vista Party,Eric Moon - Campus United,"Joel ""Joey"" Medina - Isla Vista Party",Lea Toubian - Campus United,Melissa Perez - Isla Vista Party,Sam Melamed - Campus United,Yasamin Salari - Isla Vista Party,Yash Nagpal - Campus United,Zion Solomon - Isla Vista Party,Anthony Hernandez - Campus United,Vanessa Maldonado - Isla Vista Party,Juan Ornelas - Isla Vista Party,Nima Bencohen - Campus United
R_00000000000081,1,2,2,1,2,1,1,2,1,2,,1,4,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
R_00000000000082,2,1,2,1,1,2,2,1,1,2,,,4,3,,1,2,,12,,,,5,,6,10,3,8,9,7,11,,1,2,4,,,,,,,,,,,,,,,,,
R_00000000000083,2,1,2,1,1,2,2,1,2,1,,,3,1,,4,2,,,12,,,10,,5,8,4,1,2,3,,,7,9,6,11,,,,,,,,,,,,,,,,
R_00000000000084,1,,1,,,1,1,,,1,,4,1,3,2,,,3,,9,,8,,1,,,,,,,5,7,,,,4,,2,6,,,,,,,,,,,,,
R_00000000000085,2,1,2,1,1,2,1,2,2,1,,3,1,4,,,2,,,,,,,,,,,,,,,,,,,,,,,,4,,1,,,3,5,2,,,,
R_00000000000086,1,2,2,1,2,1,1,2,1,2,,1,4,,3,,2,,,,,,,,,,,,,,,,,,,,,,,3,,,5,2,4,,1,,,,,
R_00000000000087,1,,,1,1,,,1,1,,,,,4,1,3,2,,,,,,,,,,,,,,,,,,,,,,,5,,,4,3,,1,,2,,,,
R_00000000000088,,,2,1,1,2,2,1,1,2,,,,4,1,3,2,,4,,,,3,,,7,6,,,,1,,5,,2,,,,,,,,,,,,,,,,,
R_00000000000089,2,1,2,1,1,2,1,2,1,2,,,,4,3,2,1,,,,,,9,11,6,10,8,5,1,3,,12,4,2,7,,,,,,,,,,,,,,,,,
R_00000000000090,1,2,2,1,2,1,1,2,2,1,,2,3,1,,,4,,,,,,,,,,,,,,,,,,,,,,,3,4,5,,,2,1,,,,,,
R_00000000000091,1,2,1,2,2,1,1,2,1,2,,4,,3,1,,2,4,,12,6,7,9,,,,,,,,1,5,11,2,,3,,10,8,,,,,,,,,,,,,
R_00000000000092,1,2,1,,,1,1,,,1,,2,3,1,4,,,4,3,5,11,6,,1,,,,7,,,2,9,,,,10,8,,,,,,,,,,,,,,,
R_00000000000093,,,,1,1,,1,,1,,,,,,,1,2,4,,,,,2,,3,1,,,5,,,,,,6,,,,,,,,,,,,,,,,,
R_00000000000094,1,2,1,2,2,1,1,2,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,
R_00000000000095,2,1,2,1,1,2,2,1,1,2,,,4,,3,2,1,,,,,,3,,,1,5,2,6,,,,4,,,,,,,,,,,,,,,,,,,
R_00000000000096,1,2,1,2,2,1,1,2,2,1,,1,4,2,3,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
R_00000000000097,1,2,1,2,2,1,1,2,2,1,,1,4,2,3,,,10,12,7,8,9,,11,,,,,,,6,1,,,,3,4,2,5,,,,,,,,,,,,,
R_00000000000098,1,,1,,,1,1,,,1,,1,4,2,3,,,2,11,9,10,5,,12,,,,,,,7,4,,,,3,1,8,6,,,,,,,,,,,,,
R_00000000000099,1,2,1,2,2,1,1,2,2,1,,1,2,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,4,,3,,,,,
R_00000000000100,1,2,1,2,2,1,2,1,2,1,,,3,1,4,2,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
R_00000000000101,,1,,1,1,,,1,1,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,1,,4,,3,,5,,2,,,,
R_00000000000102,,1,,1,1,,,1,1,2,,,,,,2,1,,,,,,5,,7,8,1,10,9,3,,,6,4,2,,,,,,,,,,,,,,,,,
R_00000000000103,1,2,1,2,2,1,1,2,2,1,,3,,1,2,,,,,,,,,,,,,,,,1,,,,,,2,,,,,,,,,,,,,,,
R_00000000000104,,1,,1,1,,,1,1,,,,,,,2,1,,,,,,2,,3,5,8,4,7,9,,,1,10,6,,,,,,,,,,,,,,,,,
R_00000000000105,1,2,1,2,2,1,1,2,2,1,,4,1,3,2,,,3,10,4,5,1,,2,,,,,,,6,11,,,,12,7,8,9,,,,,,,,,,,,,
R_00000000000106,1,2,1,2,2,1,1,2,2,1,,1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,1,,3,,2,,4,,,,,
R_00000000000107,1,,1,,,1,1,,2,1,,1,3,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,4,,3,,,,,
R_00000000000108,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
R_00000000000109,2,1,2,1,1,2,2,1,1,2,,4,,,3,2,1,,,,10,,8,,3,4,9,12,1,5,,,7,2,6,,,11,,,,,,,,,,,,,,
R_00000000000110,2,1,2,1,2,1,2,1,1,2,,,4,,3,2,1,,,,,,,,,,,,,,,,,,,,,,,2,,5,,4,,3,,1,,,,
R_00000000000111,2,1,2,1,1,2,2,1,2,1,,,,4,3,2,1,,,,11,,4,,1,5,3,2,10,7,,,8,6,9,12,,,,,,,,,,,,,,,,
R_00000000000112,1,2,1,2,2,1,1,2,2,1,,2,3,1,4,,,,,4,,,,,,,,,,,1,,,,,3,2,,,,,,,,,,,,,,,1
R_00000000000113,1,2,2,1,2,1,1,2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
R_00000000000114,,1,,1,1,,,1,,1,,,,,,2,1,,,,,,3,,1,2,4,,5,7,,,6,9,8,,,,,,,,,,,,,,,,,
R_00000000000115,1,2,1,2,2,1,1,2,1,2,,1,3,2,4,,,8,6,1,10,,,11,,,,,,12,4,2,,,,9,3,7,5,,,,,,,,,,,,,
R_00000000000116,,1,,1,1,,,1,1,,,,3,,4,2,1,,,12,,,5,11,6,4,,3,8,1,,10,2,7,9,,,,,,,,,,,,,,,,,
R_00000000000117,1,2,1,2,2,1,1,2,1,2,,3,4,2,1,,,7,,12,2,3,,6,,,,,5,,1,,,8,,11,4,9,10,,,,,,,,,,,,,
R_00000000000118,1,2,1,2,2,1,1,2,1,2,,2,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,,3,,1,,4,,,,,
R_00000000000119,2,1,2,1,1,2,2,1,1,2,,,3,,,1,2,,,,,,,,,,,,,,,,,,,,,,,3,,4,,5,,1,,2,,,,
R_00000000000120,2,1,2,1,1,2,2,1,1,2,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,3,,2,,4,,5,,1,,,,
R_00000000000121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000000122,1,,1,,,1,1,,,1,,4,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,4,,3,,,,,
R_00000000000123,2,1,2,1,1,2,2,1,1,2,,4,3,,,1,2,,,,,,,,,,,,,,,,,,,,,,,2,,3,,4,,5,,1,,,,
R_00000000000124,1,2,1,2,2,1,1,2,2,1,,1,3,4,2,,,4,6,8,9,5,,12,,,,,,,11,10,,,,7,1,3,2,,,,,,,,,,,,,
R_00000000000125,,1,,1,1,,2,1,2,1,,,,,,2,1,,,,,,5,,4,1,7,10,2,3,,,6,9,8,,,,,,,,,,,,,,,,,
R_00000000000126,1,,1,,,1,1,,,1,,2,1,3,4,,,2,9,4,12,5,,7,,,,,,,10,1,,,,11,3,8,6,,,,,,,,,,,,,
R_00000000000127,,1,,1,1,,,1,,1,,,3,,,2,1,,,,,,6,,3,2,4,,5,1,,,7,9,8,,,,,,,,,,,,,,,,,
R_00000000000128,2,1,2,1,1,2,2,1,1,2,,,,,,,,,6,,,9,7,5,,2,4,,3,10,,11,8,1,,,,,12,,,,,,,,,,,,,
R_00000000000129,2,1,2,1,1,2,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,
R_00000000000130,1,2,1,2,2,1,1,2,2,1,,1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,3,,4,5,,,,
R_00000000000131,2,1,2,1,1,2,2,1,2,1,,,4,2,3,1,,,,11,,12,1,,5,8,9,4,10,6,,,2,7,3,,,,,,,,,,,,,,,,1,2
R_00000000000132,2,1,1,2,1,2,1,2,,,,2,,,,,1,5,,,4,,,,3,7,,,6,,,,,,8,,2,1,,,,,,,,,,,,,,
R_00000000000133,2,1,2,1,1,2,2,1,1,2,,,,3,4,2,1,,,,,,,,,,,,,,,,,,,,,,,,,3,,2,,4,5,1,,,,
R_00000000000134,,,1,2,2,1,1,2,2,1,,1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,
R_00000000000135,1,2,1,2,2,1,1,2,2,1,,1,2,4,3,,,5,3,7,8,6,,12,,,,,,,2,1,,,,10,9,11,4,,,,,,,,,,,,,
R_00000000000136,1,,1,,,1,1,,,1,,,,,1,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000000137,,1,,1,1,,,1,1,,,,3,,4,2,1,,,,10,9,,,4,7,3,,6,8,,11,2,1,5,,,12,,,,,,,,,,,,,,
R_00000000000138,2,1,2,1,1,2,2,1,1,2,,,3,,4,2,1,,,,12,11,10,,5,3,9,4,8,7,,,1,6,2,,,,,,,,,,,,,,,,,
R_00000000000139,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2,,,,,
R_00000000000140,,1,,1,1,,,1,1,,,,,,,2,1,,,,,,3,,4,7,8,9,5,6,,,2,10,1,,,,,,,,,,,,,,,,,
R_00000000000141,1,,1,,,1,1,,,1,,4,2,1,3,,,2,7,3,9,11,,4,,,,,,,1,12,,,,10,8,5,6,,,,,,,,,,,,,1
R_00000000000142,,1,,1,1,,,1,1,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,4,,2,,3,,5,,1,,,,
R_00000000000143,1,2,1,2,2,1,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
R_00000000000144,2,1,2,1,1,2,2,1,1,2,,4,3,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,
R_00000000000145,1,2,1,2,2,1,2,1,1,2,,,2,4,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,3,5,2,4,,1,,,,,
R_00000000000146,,1,,1,1,,,1,,,,,,,,1,2,,,,,,3,,2,1,6,9,4,5,,,8,7,10,,,,,,,,,,,,,,,,,
R_00000000000147,1,2,1,2,2,1,1,2,1,2,,4,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,3,,4,,1,5,2,,,,,
R_00000000000148,1,2,1,2,2,1,1,2,2,1,,1,3,4,2,,,,,,,,,,,,,,,,,,,,,,,,,5,1,,3,,2,,4,,,,,
R_00000000000149,1,,1,,,1,1,,,1,,2,1,4,3,,,4,6,10,2,3,,11,,,,,,,5,7,,,,12,1,8,9,,,,,,,,,,,,,
R_00000000000150,2,1,2,1,1,2,2,1,2,1,,,3,4,,2,1,,11,12,,,3,,8,5,7,10,1,4,,,9,2,6,,,,,,,,,,,,,,,,,
R_00000000000151,1,2,1,2,2,1,1,2,2,1,,1,3,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,4,,1,,3,5,2,,,,,
R_00000000000152,,1,,1,1,,,1,1,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,5,,4,,2,,3,,1,,,,
R_00000000000153,1,2,1,2,2,1,2,1,2,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000000154,2,1,2,1,1,2,1,2,2,1,,,3,,4,2,1,,,,,,,,,,,,,,,,,,,,,,,3,,5,,4,,2,,1,,,,
R_00000000000155,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
R_00000000000156,1,2,1,2,2,1,1,2,2,1,,3,4,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,2,,3,,1,,,,,
R_00000000000157,1,2,2,1,2,1,1,2,2,1,,1,,4,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000000158,2,1,2,1,1,2,2,1,1,2,,,,3,4,2,1,,,,,,,,,,,,,,,,,,,,,,,3,,5,,4,,1,,2,,,,
R_00000000000159,1,,1,,,1,1,,,1,,2,1,3,4,,,8,2,4,3,10,,9,,,,,,,12,1,,,,5,11,6,7,,,,,,,,,,,,,
R_00000000000160,1,,1,,,1,1,,,1,,2,4,1,3,,,2,6,5,10,3,,1,,,,,,,11,8,,,,12,4,9,7,,,,,,,,,,,,,
R_00000000000161,2,1,2,1,1,2,2,1,1,2,,4,,,3,2,1,,,6,,,,,3,,4,,5,1,,,8,2,,,,,7,,,,,,,,,,,,,
R_00000000000162,1,2,1,2,2,1,2,1,2,1,,2,3,4,1,,,,3,6,,,1,9,,,,,8,10,11,4,12,5,,2,7,,,,,,,,,,,,,,1,2
R_00000000000163,2,1,2,1,1,2,2,1,1,2,,,3,4,,2,1,,,,,,8,,6,5,1,7,4,3,,,9,10,2,,,,,,,,,,,,,,,,,
R_00000000000164,1,2,1,2,1,2,2,1,2,1,,,,2,1,3,4,,,,,1,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
R_00000000000165,2,1,1,2,2,1,2,1,2,1,,4,1,,,3,2,,,3,4,,,,,,,5,,,2,,1,,,,,,,,,,,,,,,,,,,
R_00000000000166,2,1,2,1,2,1,2,1,2,1,,2,4,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,2,5,,,3,4,1,,,,,
R_00000000000167,2,1,2,1,1,2,2,1,1,2,,,,3,4,1,2,,,,,,,,,,,,,,,,,,,,,,,2,,5,,3,,4,,1,,,,
R_00000000000168,1,2,1,2,2,1,1,2,1,2,,1,3,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,1,,3,,4,,,,,
R_00000000000169,1,2,1,2,2,1,1,2,1,2,,3,,4,1,,2,2,4,8,11,9,,5,,,,,,,10,1,,,,7,12,3,6,,,,,,,,,,,,,
R_00000000000170,2,1,2,1,2,1,2,1,2,1,,1,,4,,2,3,,,,,,10,8,12,3,4,11,1,,,,7,2,6,9,5,,,,,,,,,,,,,,,
R_00000000000171,1,,1,,,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000000172,1,,1,,,1,1,,,1,,2,3,1,4,,,3,5,8,12,4,,11,,,,,,,2,10,,,,7,1,6,9,,,,,,,,,,,,,
R_00000000000173,2,1,2,1,1,2,1,2,1,2,,,,3,4,2,1,,,,,,4,,10,8,1,2,7,9,,,5,3,6,,,,,,,,,,,,,,,,,
R_00000000000174,1,,1,,,1,1,,,1,,2,3,1,4,,,4,1,2,9,8,,5,,,,,,,6,12,,,,10,3,7,11,,,,,,,,,,,,,
R_00000000000175,1,,1,,,1,1,,,1,,3,2,1,4,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
R_00000000000176,1,2,1,2,2,1,1,2,2,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
R_00000000000177,2,1,2,1,1,2,2,1,2,1,,4,,,3,2,1,,,,,,,,,,,,,,,,,,,,,,,2,,,,3,4,1,5,,,,,
R_00000000000178,1,2,1,,2,1,1,2,2,1,,3,1,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,4,,1,,3,,5,2,,,,
R_00000000000179,1,2,2,1,1,2,1,2,1,2,,3,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,,5,3,,1,4,,,,2,,,,
R_00000000000180,2,1,2,1,1,2,2,1,1,2,,,3,,4,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,2
R_00000000000181,1,2,1,2,2,1,1,2,2,1,,3,2,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,4,,3,,1,5,2,,,,,
R_00000000000182,1,,1,,,1,1,,,1,,4,2,1,3,,,5,2,6,9,12,,8,,,,,,,1,7,,,,3,4,11,10,,,,,,,,,,,,,
R_00000000000183,1,,1,,1,,,1,1,,,,,,,1,2,,,,,,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
R_00000000000184,2,1,2,1,1,2,2,1,1,2,,3,2,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,3,,2,5,4,,1,,,,,
R_00000000000185,1,2,1,2,2,1,1,2,1,2,,1,3,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,1,,3,,4,,,,,
R_00000000000186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000000187,,,2,1,1,2,2,1,1,2,,3,4,,,2,1,,,,,,,,,,,,,,,,,,,,,,,2,,4,,5,,3,,1,,,,
R_00000000000188,1,2,1,2,2,1,1,2,2,1,,1,4,3,2,,,6,9,4,5,11,,1,,,,,,,10,3,,,,7,12,2,8,,,,,,,,,,,,,
R_00000000000189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000000190,,,,,2,1,1,2,2,1,,4,1,3,2,,,6,11,1,5,8,,9,,,,,,,10,3,,,,2,7,4,12,,,,,,,,,,,,,
R_00000000000191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000000192,2,1,2,1,1,2,2,1,2,1,,4,,1,,2,3,,,,,,,,3,,,,4,2,,,1,,,,,,,,,,,,,,,,,,,
R_00000000000193,,1,,1,1,,,1,1,,,,,2,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
R_00000000000194,1,2,1,2,2,1,1,2,2,1,,4,3,2,1,,,3,7,12,11,6,,5,,,,,,,1,10,,,,2,4,8,9,,,,,,,,,,,,,
R_00000000000195,1,2,2,1,1,2,1,2,1,,,3,4,2,1,,,11,,5,6,,10,,3,,,,,8,1,2,,,7,12,4,9,,,,,,,,,,,,,,
R_00000000000196,1,2,2,1,2,1,,,,,,,,1,,,,,,,,,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,
R_00000000000197,1,,1,,,1,1,,1,,,1,2,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,,4,,2,,3,5,,,,
R_00000000000198,2,1,2,1,1,2,2,1,,,,,4,,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000000199,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000000200,1,2,1,2,2,1,1,2,2,1,,1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,3,,1,,2,,4,5,,,,
R_00000000000201,1,2,2,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,1,,,,,,,,,,,,,,,,
R_00000000000202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000000203,1,2,1,2,2,1,1,2,2,1,,1,3,4,2,,,11,3,2,5,10,,8,,,,,,,1,7,,,,4,6,12,9,,,,,,,,,,,,,
R_00000000000204,1,2,1,2,2,1,1,2,1,2,,1,4,3,2,,,1,2,12,4,5,,7,,,,,,,3,9,,,,6,8,10,11,,,,,,,,,,,,,
R_00000000000205,2,1,2,1,1,2,2,1,2,1,,,,,,2,1,,,,,,4,,10,6,1,5,3,9,,,8,7,2,,,,,,,,,,,,,,,,,
R_00000000000206,2,1,2,1,1,2,2,1,1,2,,,3,,,2,1,,,,,,2,,4,10,8,3,5,9,,,1,7,6,,,,,,,,,,,,,,,,,
R_00000000000207,1,2,1,2,1,2,2,1,2,1,,4,2,1,,3,,,,,5,9,3,2,4,8,,12,1,,,10,7,11,,,,6,,,,,,,,,,,,,,
R_00000000000208,1,2,1,2,2,1,1,2,2,1,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000000209,1,2,2,1,2,1,1,2,1,2,,4,2,,1,3,,,,,,,,,,,,,,,,,,,,,,,,4,1,2,,3,,,5,,,,,
R_00000000000210,2,1,2,1,1,2,2,1,1,2,1,,,,,,,1,,12,,,2,,6,7,3,4,11,8,,,10,5,9,,,,,,,,,,,,,,,,,
R_00000000000211,1,2,1,2,1,2,2,1,2,1,,1,2,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,,,,,
R_00000000000212,1,2,1,2,2,1,1,2,1,2,,1,2,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,4,,3,5,,,,
R_00000000000213,1,,1,2,2,1,1,2,,1,,1,3,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,3,,1,,4,2,5,,,,,
R_00000000000214,1,2,1,2,2,1,1,2,1,2,,1,2,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,,5,3,,2,,,,
R_00000000000215,1,2,1,2,2,1,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,3,,1,,4,,,,,
R_00000000000216,2,1,2,1,1,2,2,1,2,1,,4,2,1,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,2,4,5,,,,
R_00000000000217,1,2,1,2,2,1,1,2,2,1,,2,3,4,1,,,1,3,,4,7,,10,,,,,,,8,5,,,,6,11,9,2,,,,,,,,,,,,,
R_00000000000218,1,2,1,2,2,1,1,2,2,1,,1,3,2,4,,,7,12,10,9,3,,6,,,,,,,5,2,,,,11,1,8,4,,,,,,,,,,,,,
R_00000000000219,1,2,1,2,1,2,1,2,2,1,,1,,2,4,,3,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000000220,2,1,2,1,1,2,2,1,1,2,,,4,,3,2,1,2,,,,,,,4,,8,1,9,3,,,6,5,7,,,,,,,,,,,,,,,,,
R_00000000000221,,,1,2,2,1,1,2,2,1,,1,2,4,3,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
R_00000000000222,2,1,2,1,1,2,2,1,1,2,,,,,,1,2,,,,,,4,,9,1,8,2,3,6,,,7,5,10,,,,,,,,,,,,,,,,,
R_00000000000223,2,1,2,1,1,2,2,1,1,2,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,4,,,,1,,3,,2,,,,
R_00000000000224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000000225,1,,1,,,1,1,,1,,,3,2,4,1,,,4,6,11,9,1,,8,,,,,,,7,3,,,,12,2,10,5,,,,,,,,,,,,,
R_00000000000226,1,2,1,2,1,2,2,1,1,2,,4,3,,,2,1,,11,,,,6,,9,4,7,3,5,1,,,8,2,10,,,12,,,,,,,,,,,,,,
R_00000000000227,1,2,1,2,2,1,1,2,1,2,,1,2,3,4,,,7,6,4,,3,,,,,,,,,9,8,,,,5,1,2,10,,,,,,,,,,,,,
R_00000000000228,2,1,1,2,2,1,1,2,1,2,,4,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,4,3,,2,5,,,1,,,,,
R_00000000000229,1,,1,,,1,1,,2,1,,4,1,2,3,,,1,2,10,9,7,,5,,,,,,,6,8,,,,12,3,4,11,,,,,,,,,,,,,
R_00000000000230,2,1,1,2,1,2,2,1,1,2,,1,4,2,,,3,,,,,,,,,,,,,,,,,,,,,,,2,4,1,3,,5,,,,,,,
R_00000000000231,,,2,1,1,2,1,2,2,1,,2,4,1,,,3,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000000232,,1,,1,1,,,1,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
R_00000000000233,2,1,1,2,2,1,2,1,1,2,,3,2,,,1,4,,,,,,,,,,,,,,,,,,,,,,,5,,,2,4,1,3,,,,,,
R_00000000000234,2,1,2,1,1,2,2,1,1,2,,,3,,4,2,1,,12,,11,,9,,4,1,8,5,10,2,,,6,7,3,,,,,,,,,,,,,,,,,
R_00000000000235,1,2,1,2,2,1,2,1,2,1,,3,2,1,,4,,6,4,5,,11,,,8,,,7,,,1,9,,12,,2,3,10,,,,,,,,,,,,,2,1
R_00000000000236,1,2,2,1,2,1,1,2,2,1,,4,2,3,1,,,,,8,,,,4,5,6,,,12,10,2,7,9,,,1,3,,11,,,,,,,,,,,,,
R_00000000000237,1,2,1,2,2,1,1,2,1,2,,1,3,4,2,,,1,3,4,6,7,,11,,,,,,,5,9,,,,12,8,2,10,,,,,,,,,,,,,
R_00000000000238,1,2,1,2,2,1,1,2,1,2,,2,1,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,1,,2,,4,,,,,
R_00000000000239,1,,1,,,1,1,,1,,,1,4,3,2,,,7,9,3,6,11,,5,,,,,,,2,8,,,,10,1,12,4,,,,,,,,,,,,,
